id,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Month,Location Longitude,Location Latitude
1029,Polestar,5.2,251,326.2,360,475,70.0,4230,1801,1415,2821,2719,505,410,5,1884.988,67,413088,2023-07-06,06:07:07,Jul,-12.97518,-35.329514
1030,Tesla,6.5,299,392.3,400,437,80.8,4414,1888,1413,2761,3115,455,467,7,2268.84,83,719233,2021-03-12,14:52:18,Nov,171.083409,83.471516
1031,Polestar,6.0,299,239.9,266,185,70.2,4301,1847,1482,2796,2816,502,434,4,977.0392,68,776768,2023-09-13,16:56:54,Jul,-6.699698,-50.890899
1032,BMW,3.5,217,345.9,308,433,84.8,4530,1869,1481,2877,2745,497,491,4,1306.9109333333333,88,900639,2022-07-24,01:07:11,Jan,-170.375372,58.058874
1033,Polestar,6.0,270,364.2,453,377,74.6,4371,1860,1433,2783,2794,551,500,5,1518.5963,74,123754,2022-04-20,04:55:45,Aug,25.749217,2.153698
1034,BMW,5.4,259,236.9,233,221,74.4,4566,1860,1494,2915,2917,447,486,7,1257.4029666666665,64,935618,2024-06-10,22:10:15,Feb,-164.149867,-46.976708
1035,BMW,5.9,283,247.6,205,264,71.5,4351,1800,1442,2954,2738,459,401,5,778.2576666666666,61,930739,2020-08-31,12:41:02,Apr,36.21083,-1.097538
1036,Volkswagen,4.9,253,345.2,277,408,78.4,4503,1804,1462,2770,2789,520,464,5,1151.6073000000001,82,889619,2023-11-03,12:56:31,Jul,-13.542222,-32.066462
1037,Tesla,3.4,221,227.8,405,316,71.1,4405,1888,1463,2823,3190,505,439,7,1599.2765000000002,56,911772,2023-05-12,23:38:26,Nov,162.436081,46.467883
1038,Volkswagen,5.5,276,233.6,311,218,72.0,4263,1892,1444,2968,2668,440,473,4,1554.1665666666665,66,740580,2021-01-15,23:27:04,Feb,34.732486,-20.644176
1039,BMW,5.6,258,246.7,334,191,71.3,4715,1825,1425,2818,3051,460,423,7,1973.2066,63,156551,2022-06-07,03:51:07,Jan,53.456179,-7.08992
1040,Tesla,7.0,320,247.1,218,209,74.8,4479,1890,1487,2737,2925,446,405,5,1271.2646,65,696564,2020-06-24,17:57:06,Jul,-160.281568,-50.003293
1041,Polestar,3.4,216,398.7,294,436,79.2,4612,1886,1488,2741,2745,475,500,4,1661.6406,90,753713,2024-09-01,17:11:14,Nov,62.481068,19.068988
1042,Polestar,5.7,286,271.8,376,358,70.6,4268,1882,1413,2842,2878,501,397,4,1406.3458666666668,74,737716,2024-06-21,09:25:27,Jul,18.0682,-83.292909
1043,Polestar,3.0,201,321.6,286,423,81.0,4766,1820,1466,2744,3080,521,550,7,1554.0218666666667,75,410074,2022-03-14,05:26:00,Sep,150.161115,32.820582
1044,BMW,7.8,351,332.4,407,533,83.9,4556,1852,1498,2751,2859,480,519,4,994.5454,89,257124,2020-11-28,06:22:12,Oct,111.936693,-82.089875
1045,Polestar,5.3,255,360.6,244,274,77.2,4445,1837,1406,2716,2973,571,471,7,1221.5029333333332,93,163400,2024-08-10,09:57:33,Jan,-169.752482,-79.119902
1046,BMW,4.3,244,384.8,262,302,77.1,4513,1825,1497,2799,2744,450,495,5,1329.5011333333332,100,212882,2022-07-09,10:13:30,Aug,60.414166,40.904108
1047,Tesla,5.7,273,227.1,489,442,70.7,4596,1860,1445,2768,3171,539,437,7,2007.0417,52,233475,2021-08-24,01:31:52,Aug,-14.572061,45.108309
1048,Polestar,7.8,341,296.2,390,413,71.3,4608,1827,1411,2896,2999,526,420,5,2127.1090000000004,70,595169,2020-06-08,05:44:33,May,149.438373,-51.748936
1049,BMW,5.8,288,301.8,411,467,74.8,4519,1838,1426,2784,2731,563,392,4,1343.4431000000002,69,955905,2023-08-12,04:27:40,Jun,76.628034,65.39
1050,Volkswagen,4.6,256,401.3,405,409,78.1,4417,1875,1422,2862,2712,543,495,5,1606.939,82,669964,2021-12-21,06:55:18,Dec,-123.713422,14.546538
1051,Volkswagen,6.4,304,392.2,230,308,75.5,4636,1848,1436,2853,2752,409,430,5,824.8850000000001,92,129865,2023-09-12,19:25:16,Aug,-120.697823,38.233207
1052,Tesla,6.6,289,249.0,342,453,74.1,4210,1834,1429,2847,3030,594,476,7,1838.042,64,328528,2020-07-09,04:24:55,May,86.968444,37.176573
1053,BMW,4.7,237,320.9,492,268,72.5,4783,1870,1416,2925,2891,541,425,5,1553.1768,74,656141,2023-02-15,19:04:58,Oct,87.7763,13.539219
1054,Volkswagen,7.6,322,404.5,295,185,78.6,4414,1867,1448,2724,2639,466,438,4,1455.5298333333333,97,327060,2024-07-17,13:18:48,May,-13.004735,-42.85645
1055,Polestar,6.6,301,295.1,389,277,73.5,4683,1852,1412,2940,2980,464,406,5,1535.9950999999999,71,480432,2021-03-11,09:50:50,Oct,2.840793,85.074873
1056,Volkswagen,7.0,318,404.0,222,311,81.0,4458,1845,1476,2975,2756,572,510,4,928.937,82,432700,2022-09-01,14:59:03,Feb,87.395832,-38.305999
1057,Tesla,6.3,288,266.9,392,561,74.0,4300,1881,1496,2769,2848,436,496,4,1451.2770666666668,61,880475,2024-10-31,22:00:39,Aug,-0.494099,-57.209842
1058,Volkswagen,3.3,195,353.0,300,183,84.1,4498,1864,1420,2734,3099,611,456,7,1515.7,99,976811,2020-03-24,09:55:26,Dec,33.517714,53.107485
1059,Polestar,4.8,254,379.4,257,272,84.6,4788,1800,1490,2864,2729,550,506,4,1262.7977999999998,79,511061,2024-08-21,21:25:18,Nov,-162.147955,-5.23415
1060,Volkswagen,5.8,283,253.5,296,413,71.9,4778,1838,1500,2969,2887,445,418,4,1172.064,72,456722,2022-12-12,17:34:32,Feb,-149.288345,25.377256
1061,BMW,3.4,210,294.5,235,310,72.3,4695,1822,1473,2832,3137,520,457,7,1155.8854999999999,72,719285,2021-03-09,01:55:43,Aug,-117.026458,78.557647
1062,Polestar,7.6,325,253.4,435,472,70.0,4781,1815,1487,2723,2749,467,473,5,1296.8999999999999,60,465187,2023-11-29,03:41:34,Feb,162.777212,-29.263766
1063,BMW,6.6,309,270.2,296,403,73.0,4722,1895,1426,2988,2906,541,484,5,1341.4013333333335,56,488782,2022-04-08,12:46:51,Oct,77.547561,-17.255893
1064,BMW,7.5,316,294.4,421,238,70.3,4635,1837,1427,2848,3055,523,487,7,2376.9185333333335,68,853710,2024-06-05,17:04:35,Feb,108.809459,-33.88579
1065,Tesla,4.2,245,332.3,391,278,79.0,4580,1824,1491,2988,2950,591,499,7,1927.4894999999997,85,498730,2021-06-09,16:29:03,Aug,-85.356178,-17.081662
1066,Volkswagen,3.4,195,364.9,276,157,79.3,4435,1848,1420,2862,3140,496,424,7,991.1296,100,283792,2024-02-24,00:00:58,Jul,78.901907,60.465359
1067,Tesla,7.6,321,330.8,387,212,81.5,4449,1850,1460,2716,2609,543,440,4,2002.1042,82,570993,2020-05-26,07:24:31,Jan,64.71327,-25.336853
1068,Tesla,7.4,341,235.4,434,349,73.0,4787,1824,1436,2761,2638,381,432,4,1794.7619333333332,51,432136,2021-09-27,23:21:10,Aug,-48.279847,-11.358699
1069,Tesla,5.4,266,291.2,208,104,73.1,4724,1807,1426,2887,2934,457,532,5,1183.4346666666665,64,557244,2023-02-25,11:19:34,Oct,120.573494,76.059388
1070,BMW,5.4,255,288.4,276,207,71.1,4436,1888,1431,2781,3078,482,518,7,1250.0912,68,228486,2022-12-22,14:27:57,Nov,-20.820612,-80.886131
1071,Tesla,5.9,284,229.1,284,402,72.9,4549,1811,1496,2828,2854,415,547,5,1248.4209333333333,50,915925,2020-09-18,20:38:35,May,31.845804,-45.960355
1072,Tesla,5.4,253,278.3,413,514,70.3,4692,1880,1400,2921,3191,511,535,7,1761.8542666666667,63,833928,2023-10-10,11:08:32,Jun,-140.19643,25.596644
1073,Tesla,4.1,239,180.6,268,142,74.5,4262,1890,1450,2907,2716,485,416,4,1176.0292,51,899830,2021-11-28,23:03:00,Aug,56.597726,69.923514
1074,Polestar,7.6,325,479.9,385,523,84.0,4347,1859,1443,2864,2835,514,461,5,1505.6390000000001,97,130714,2023-01-20,23:46:12,May,-137.939777,66.133809
1075,Volkswagen,4.9,264,323.6,441,245,74.4,4381,1874,1419,2862,3048,448,457,7,2434.9451,68,841448,2021-09-21,10:41:15,Oct,98.223552,-39.210187
1076,BMW,3.6,226,334.5,269,295,70.9,4558,1871,1485,2845,3158,514,507,7,1185.4691666666668,73,291396,2021-06-23,12:58:00,Dec,-89.787768,-28.064555
1077,BMW,7.0,328,492.2,201,222,80.6,4350,1894,1455,2802,2937,534,424,5,929.2795000000001,100,291459,2020-12-13,18:05:04,May,-31.031285,58.700402
1078,Tesla,4.9,248,339.6,254,197,76.1,4569,1853,1442,2826,2831,564,428,4,1211.8682666666666,83,290084,2022-10-20,20:40:01,May,39.976499,81.301616
1079,Polestar,6.2,294,333.7,449,467,81.8,4414,1803,1445,2733,2714,599,400,5,1278.8984666666668,86,941851,2023-10-11,19:32:41,Jan,-143.304944,77.534811
1080,Polestar,4.6,249,429.8,375,213,81.9,4674,1845,1497,2925,2811,535,512,5,1281.025,97,500441,2022-02-08,21:46:41,Nov,26.473378,25.80215
1081,Polestar,7.4,317,290.7,372,295,72.9,4429,1876,1417,2882,2820,422,412,5,1184.0176000000001,62,219880,2023-05-13,19:10:23,Apr,15.768373,-3.414715
1082,BMW,5.0,244,190.5,349,192,72.7,4420,1882,1400,2702,2682,407,399,4,908.3071333333334,54,643451,2023-04-05,09:48:33,Nov,87.467893,3.27471
1083,BMW,3.9,225,358.7,307,264,76.2,4460,1820,1400,2729,2974,575,493,7,1284.6308000000001,97,449383,2023-08-08,03:39:57,Oct,107.141379,-21.07848
1084,Tesla,6.8,300,201.8,458,378,74.9,4662,1873,1435,2946,2784,569,474,4,1954.8117333333334,55,501699,2020-08-04,02:41:35,Mar,-178.750429,-3.714066
1085,Volkswagen,7.0,306,253.2,239,310,70.1,4255,1821,1421,2939,3076,616,453,7,902.9264999999999,55,423248,2020-05-11,08:43:24,Apr,30.246853,-59.688134
1086,BMW,3.3,192,224.6,262,303,71.2,4205,1812,1428,2765,2962,461,425,5,1108.2683333333334,59,198032,2022-12-17,15:21:55,Nov,-104.609402,-34.683828
1087,Tesla,7.2,316,293.3,202,267,75.7,4276,1872,1462,2875,3140,599,565,7,717.8285333333333,82,494933,2021-06-15,14:06:30,Mar,21.966242,68.498741
1088,Volkswagen,5.0,246,193.6,360,274,72.5,4665,1833,1409,2955,2758,516,445,4,955.5799999999999,54,961092,2020-02-23,22:07:10,Dec,-123.655872,35.520329
1089,Volkswagen,6.5,288,307.8,425,289,72.4,4468,1874,1441,2928,2856,433,525,4,1924.0691666666667,71,141790,2021-04-07,07:02:13,May,145.082246,32.599016
1090,BMW,4.7,235,329.5,394,536,76.5,4521,1804,1479,2701,2706,465,529,4,1769.302,79,332377,2022-12-16,23:11:01,Apr,-129.719874,-62.125758
1091,Tesla,6.5,294,193.1,330,407,71.2,4503,1821,1432,2843,2952,500,481,5,1493.2310000000002,51,249795,2022-09-16,10:32:39,Oct,44.700816,51.440114
1092,Tesla,3.4,210,327.4,338,252,77.8,4655,1869,1463,2948,2879,555,520,5,1740.4560666666669,80,821315,2020-01-11,01:21:48,Jan,-177.730955,-6.113781
1093,Tesla,7.0,323,286.5,374,267,75.4,4419,1813,1463,2983,2967,473,476,7,2133.593533333333,79,362410,2020-04-07,15:17:58,Aug,152.634499,8.468824
1094,BMW,4.9,257,257.0,483,628,74.2,4611,1890,1447,2956,2972,452,451,5,2638.8697,73,522045,2020-01-07,13:13:04,Jan,-60.847887,11.276961
1095,Tesla,4.5,231,319.5,254,300,76.6,4459,1900,1434,2949,2909,564,405,5,749.3301333333334,78,330233,2023-10-18,01:34:11,Oct,112.579157,84.479173
1096,BMW,3.2,206,361.5,493,683,81.7,4445,1841,1492,2707,3054,543,433,7,1442.4058333333332,78,260750,2022-06-22,14:51:58,Jul,2.131314,-80.439406
1097,Tesla,7.7,344,364.3,285,409,80.3,4491,1832,1499,2941,2857,387,506,4,1212.567,98,715963,2021-07-16,01:05:40,Aug,38.206177,-56.204148
1098,Polestar,4.6,240,332.2,419,222,82.5,4474,1836,1474,2962,2943,487,484,5,1235.7952666666667,85,786469,2023-08-03,22:11:21,Jul,138.227551,28.494989
1099,Polestar,3.3,219,355.6,254,156,84.9,4645,1835,1452,2779,2761,557,483,5,1224.9282,84,513914,2023-07-13,06:19:04,May,150.506357,-10.735992
1100,BMW,3.2,213,269.1,316,283,72.8,4481,1821,1410,2850,2963,467,499,7,1905.9207999999999,64,545670,2024-03-05,20:52:23,Aug,-163.14143,73.136106
1101,Tesla,7.1,324,251.2,293,248,71.2,4334,1870,1460,2928,2976,470,542,7,1343.0160666666666,55,719539,2024-07-21,23:23:08,Oct,100.557857,26.905863
1102,Polestar,6.8,308,311.4,274,311,77.9,4341,1891,1482,2795,2714,485,514,5,1460.4224,86,958332,2022-01-13,22:52:24,Mar,-70.61964,-43.451474
1103,Tesla,4.0,228,345.2,348,345,71.3,4320,1844,1439,2839,2769,392,525,4,1926.8804,73,993282,2020-01-17,09:41:40,Mar,-104.933315,-21.541336
1104,Tesla,7.1,332,229.4,406,309,71.6,4481,1814,1479,2790,2833,547,406,4,1438.3676666666665,54,988210,2021-02-13,00:58:34,Jul,-48.012053,-52.55699
1105,Tesla,3.4,208,378.3,412,262,84.9,4358,1887,1404,2710,2849,500,535,5,1246.6829333333333,82,646290,2022-09-05,01:29:26,May,86.79321,60.016888
1106,BMW,7.4,327,277.0,214,291,74.2,4795,1884,1437,2932,2844,493,463,4,710.5754666666667,60,931195,2020-02-03,07:12:06,Jul,114.236617,-8.34567
1107,Volkswagen,7.6,346,189.1,416,571,70.5,4636,1820,1417,2949,2758,578,416,5,1720.4213333333335,52,974430,2020-03-24,13:28:27,Nov,-106.469209,12.009133
1108,BMW,6.8,310,469.4,308,308,83.4,4271,1816,1426,2886,2664,442,424,4,869.7357333333333,100,628299,2020-10-17,13:21:31,May,-110.721341,41.782318
1109,BMW,5.4,279,283.0,308,411,72.6,4315,1802,1438,2712,2853,434,440,4,809.3163999999999,62,849661,2021-07-29,00:00:29,Jan,132.013155,-41.229673
1110,Volkswagen,6.9,318,295.5,284,143,71.3,4548,1810,1478,2858,2913,624,543,7,1377.4551999999999,64,916122,2024-02-19,16:16:02,Mar,137.945389,32.147398
1111,Polestar,3.0,207,305.2,297,291,73.1,4646,1891,1447,2832,2823,474,426,4,808.1867000000001,69,454445,2022-01-16,09:35:53,Jul,-96.997846,-27.22777
1112,Tesla,8.0,334,290.0,226,176,74.9,4252,1834,1491,2770,2943,463,443,7,1322.6437333333333,68,206123,2022-01-02,04:28:17,Sep,-101.305279,8.343311
1113,Tesla,3.7,218,437.7,307,336,77.3,4528,1811,1444,2899,3141,467,545,7,1717.0300666666667,97,849964,2022-05-11,03:10:03,Jun,-25.172514,68.972854
1114,Volkswagen,5.2,268,368.1,298,240,80.1,4547,1874,1415,2912,3125,466,531,7,1610.5300666666667,81,651382,2024-08-19,22:05:56,Jun,-127.837236,-8.265925
1115,Polestar,6.5,296,346.2,264,150,79.2,4373,1844,1450,2853,2696,410,391,4,1252.7088,77,792345,2022-09-21,21:40:29,Apr,54.31184,16.783006
1116,Volkswagen,3.0,185,448.8,402,211,79.9,4692,1860,1491,2907,2861,471,493,4,1139.7822,94,427881,2021-09-23,02:47:19,Nov,-96.636066,-30.665456
1117,Tesla,5.4,256,313.2,253,328,71.6,4662,1888,1430,2807,3109,540,484,7,1359.1242333333334,63,454966,2024-03-17,23:18:35,Oct,-24.729358,-76.480576
1118,BMW,6.7,312,327.6,416,248,84.5,4268,1806,1421,2823,2916,520,526,5,1111.9381333333336,83,357848,2022-01-27,00:31:38,Jan,3.974955,65.573808
1119,Volkswagen,5.1,247,342.9,417,213,80.7,4347,1835,1454,2956,3068,634,514,7,1737.5953,95,706446,2020-01-10,10:19:34,Jan,-65.730044,58.323632
1120,Volkswagen,7.1,303,228.3,338,349,73.2,4486,1829,1454,2985,2733,542,487,5,1436.6053333333334,53,929939,2020-07-12,19:32:48,Dec,158.784913,-45.058314
1121,Polestar,8.0,343,477.4,446,495,76.7,4518,1847,1485,2934,2960,475,537,5,1288.9569999999999,97,581483,2023-02-20,05:47:58,Aug,72.75196,35.669765
1122,Polestar,5.7,274,205.5,248,170,73.3,4696,1812,1487,2925,2734,443,516,4,1419.4325333333331,58,926466,2022-09-19,16:24:14,Jul,-67.546425,-88.364094
1123,Tesla,5.4,282,284.0,281,345,74.2,4670,1803,1438,2907,2705,534,416,4,1367.6861333333334,73,388742,2021-07-24,07:22:50,Apr,-10.592748,-33.178395
1124,BMW,5.6,264,220.1,500,260,71.9,4574,1824,1471,2885,2660,573,525,4,1957.5166666666667,61,114191,2021-10-13,23:23:11,Nov,-179.920986,11.881929
1125,Polestar,6.3,306,301.8,339,386,80.1,4282,1860,1417,2881,2968,449,433,5,1508.5713999999998,81,637865,2023-02-04,01:49:30,Jun,-40.713554,-54.405713
1126,Tesla,5.4,261,350.9,224,266,72.3,4556,1900,1460,2761,3126,507,507,7,1126.272,71,619192,2021-11-11,16:34:41,Jul,-23.632865,-76.077551
1127,Polestar,6.4,295,399.3,393,206,83.5,4382,1834,1476,2991,2759,426,519,4,1759.1489000000001,95,188207,2022-03-13,16:19:49,Oct,155.017106,-63.686232
1128,Polestar,6.3,301,344.3,358,404,72.1,4347,1869,1500,2978,2891,448,506,4,1394.0493333333334,71,763341,2022-12-24,00:21:21,Dec,-92.527949,-73.656577
1129,Tesla,3.3,194,387.6,417,443,82.5,4770,1854,1402,2799,2676,517,412,4,2228.0099999999998,92,814203,2021-12-26,08:08:37,Sep,87.488874,85.486668
1130,Polestar,3.4,199,235.4,487,707,71.9,4337,1895,1469,2716,2648,389,438,4,2039.4314666666664,62,248301,2022-02-03,09:30:35,Feb,-100.115553,0.963426
1131,BMW,4.3,222,259.4,260,223,71.6,4345,1893,1405,2763,2815,510,394,4,1187.1073333333334,52,675584,2024-03-25,15:15:31,Dec,20.2489,34.951843
1132,Tesla,3.4,206,363.1,265,285,82.9,4392,1874,1440,2761,2745,400,449,5,1151.0353333333333,77,222678,2023-04-07,01:43:07,Feb,111.23577,53.328568
1133,Volkswagen,3.2,198,287.1,366,510,70.7,4379,1871,1443,2755,3200,548,530,7,978.8978,64,154496,2023-09-13,20:07:03,Jul,-77.888358,-52.123706
1134,Volkswagen,6.0,287,235.9,353,523,74.0,4723,1839,1476,2752,2698,518,480,4,1536.1873666666668,64,925121,2023-10-21,12:49:21,Dec,-23.140226,50.15986
1135,BMW,3.5,215,415.9,496,442,75.7,4273,1865,1485,2922,2852,535,474,5,2404.7397333333333,85,586652,2020-06-25,04:26:02,Mar,-12.353738,-68.694528
1136,BMW,5.4,265,364.3,228,201,76.8,4505,1848,1490,2925,2695,380,435,4,711.1379999999999,79,489013,2022-08-10,23:56:16,May,-80.960534,37.225898
1137,Tesla,4.7,231,238.9,447,463,70.3,4524,1815,1417,2786,3105,510,451,7,1538.2154,59,808569,2022-04-24,16:47:48,Aug,41.859454,26.739213
1138,Polestar,6.7,305,345.0,356,512,71.8,4626,1886,1479,2750,2742,427,405,5,1569.0868,72,285614,2022-02-05,22:11:33,Nov,168.171163,55.198044
1139,BMW,7.5,339,307.7,408,464,71.0,4242,1869,1405,2963,3138,485,480,7,2052.5296,64,689520,2022-03-08,10:55:04,Sep,-108.213009,15.180201
1140,Volkswagen,3.1,196,488.1,378,381,82.5,4676,1829,1467,2732,2768,443,532,4,1125.2936,100,846336,2020-02-17,15:57:14,Oct,-64.715947,67.057353
1141,Polestar,3.6,198,333.6,236,221,75.2,4464,1879,1406,2772,3072,523,480,7,1253.4158666666667,78,428182,2023-12-05,13:12:34,Feb,11.501187,88.921176
1142,Volkswagen,6.7,301,251.4,436,556,72.8,4205,1881,1442,2790,2916,538,481,5,2143.359066666667,61,536597,2022-09-04,08:05:43,May,-154.099926,-78.368948
1143,Polestar,7.6,321,382.7,216,166,79.6,4685,1898,1400,2997,2902,441,464,5,611.6343999999999,89,532277,2023-12-26,21:01:23,May,-50.221736,-52.249148
1144,Tesla,5.4,255,340.0,212,278,79.8,4750,1832,1428,2867,2928,512,470,5,1124.5918666666666,80,589842,2020-01-12,09:00:52,Feb,-91.306455,-82.026878
1145,Volkswagen,3.0,183,438.4,286,302,76.1,4202,1841,1403,2930,2873,579,500,5,1110.1259333333333,93,148247,2021-01-10,10:37:56,May,120.221401,69.133026
1146,BMW,6.4,284,279.6,409,577,74.9,4696,1887,1485,2923,3144,548,470,7,1158.1294666666668,60,867362,2024-05-01,20:01:58,Aug,-175.28879,61.84624
1147,BMW,7.2,320,263.4,230,206,72.4,4340,1819,1494,2737,2986,600,481,7,1464.8636666666669,58,862861,2020-09-01,22:06:31,May,-168.128958,24.259663
1148,Tesla,4.3,221,318.3,431,449,72.9,4251,1867,1428,2907,3172,576,530,7,1983.3463333333336,71,801089,2020-08-10,19:15:36,Sep,-58.495964,74.055996
1149,Polestar,6.3,290,357.5,350,501,79.7,4791,1817,1493,2834,2892,421,536,4,1275.4683333333335,79,598991,2024-10-27,20:16:59,May,91.842641,67.861426
1150,Volkswagen,6.3,292,301.8,255,358,74.5,4376,1893,1498,2811,2802,440,442,5,684.7239999999999,63,519533,2021-08-14,10:49:58,Feb,67.330888,-83.332474
1151,Tesla,7.1,321,213.8,457,535,70.6,4290,1820,1422,2901,3069,634,530,7,1149.8566333333333,57,513019,2022-11-23,13:57:32,Jan,-114.096703,-10.685027
1152,Tesla,4.4,228,184.9,288,144,73.6,4343,1835,1452,2880,2973,532,463,5,957.7887999999999,52,879941,2021-11-26,16:08:38,Sep,164.662452,-42.151447
1153,Polestar,5.8,279,346.8,347,312,83.2,4800,1804,1435,2790,2926,404,400,5,1879.5004333333334,83,824586,2023-06-05,05:40:32,Dec,-57.21155,84.069164
1154,Volkswagen,5.6,277,221.6,277,312,74.2,4208,1884,1464,2739,2771,546,501,5,1320.8543,59,665096,2021-12-19,06:35:22,Dec,-40.673116,32.627252
1155,Volkswagen,3.1,195,305.4,447,564,73.8,4376,1805,1421,3000,3069,468,424,7,1376.2971,68,262166,2024-09-11,23:57:00,Jun,99.865878,-34.926334
1156,Polestar,5.2,255,335.7,405,451,75.7,4773,1896,1486,2725,2934,448,559,7,1035.3005,83,990162,2021-03-12,10:21:42,Mar,-41.071834,-18.613377
1157,Tesla,3.8,219,348.5,416,293,71.6,4638,1892,1462,2816,2616,382,442,4,1024.4149333333335,73,725457,2022-10-23,03:33:47,Aug,138.993757,-74.197627
1158,Polestar,6.6,313,332.7,256,233,74.2,4672,1871,1439,2963,2878,440,444,4,1406.3402666666668,70,851526,2023-09-28,16:34:11,Dec,-27.357114,-62.924276
1159,Tesla,6.7,311,312.2,306,395,72.9,4416,1809,1405,2709,2890,441,511,4,902.7698,70,850708,2024-04-04,22:19:47,Jul,-110.46798,42.574323
1160,Tesla,6.1,287,206.6,369,426,73.9,4299,1812,1474,2759,2771,420,464,4,1125.2429,54,121812,2021-07-08,00:35:55,Jun,82.115728,-75.535861
1161,BMW,6.9,298,358.1,460,508,80.5,4270,1862,1423,2924,2902,479,464,7,2258.6933333333336,82,883608,2020-03-31,12:54:24,May,-48.209574,74.476052
1162,Volkswagen,6.5,312,330.8,258,208,75.8,4201,1807,1491,2855,2974,410,498,5,1216.3132,77,609970,2023-05-10,03:04:14,Feb,-18.463851,77.105357
1163,Polestar,5.8,280,295.3,448,582,71.1,4369,1871,1449,2997,2852,512,548,5,1417.9808,63,577447,2021-01-05,22:18:48,Oct,-106.047172,-53.748199
1164,Tesla,5.1,254,293.6,285,186,73.6,4777,1884,1402,2925,2738,413,487,5,888.324,71,448602,2024-02-06,01:10:23,Jul,128.177429,66.065681
1165,BMW,3.9,232,355.4,208,132,79.4,4735,1830,1439,2964,2917,570,418,5,788.4704,90,400161,2023-04-11,01:51:36,Mar,27.389098,-20.513344
1166,BMW,7.7,330,349.8,344,278,70.3,4732,1824,1424,2810,2701,464,464,5,1817.7456000000002,70,445501,2022-03-13,22:27:42,Nov,163.241282,-30.265867
1167,Tesla,3.9,237,372.7,381,499,76.6,4243,1852,1426,2940,3181,470,533,7,2166.2778,97,121277,2022-09-20,13:51:06,Jan,22.408243,-12.753927
1168,Polestar,6.2,282,301.0,364,262,71.3,4694,1859,1447,2708,2628,389,400,4,938.8957333333334,72,868903,2021-06-02,15:43:57,Dec,-55.12539,-4.407357
1169,Polestar,4.7,235,397.8,456,341,83.0,4436,1892,1458,2862,2890,497,467,4,1509.0088,88,427838,2021-05-10,22:05:31,Jun,-92.526209,-65.971707
1170,Tesla,4.4,234,269.9,230,154,73.7,4215,1895,1445,2963,2912,490,426,7,1425.4416666666668,61,153338,2021-10-12,10:58:30,Jan,-103.388572,42.816624
1171,Tesla,5.0,248,283.9,241,178,72.1,4336,1832,1420,2869,2778,462,425,4,1297.5461333333333,63,647538,2020-06-21,11:37:58,Jul,172.731593,53.840023
1172,Volkswagen,4.7,253,200.4,201,247,70.1,4390,1845,1452,2734,2615,401,530,4,1089.4384,53,171321,2022-11-06,00:39:39,May,-44.461156,-33.284507
1173,BMW,7.3,331,338.4,267,392,81.7,4579,1817,1456,2915,2628,478,529,4,1418.0985,91,800903,2021-02-04,23:52:27,Sep,163.952008,-44.840228
1174,Polestar,5.1,257,336.2,312,464,77.1,4739,1840,1493,2908,2924,452,558,7,1091.988,76,936179,2024-08-30,01:36:03,Jan,114.480777,-59.699853
1175,Tesla,3.1,192,258.5,453,670,71.8,4723,1854,1440,2714,2934,638,490,7,1156.5816,67,319933,2020-08-08,07:20:38,Jun,158.090371,-62.785554
1176,BMW,4.5,233,272.8,348,402,83.8,4566,1829,1483,2804,2951,581,451,5,1940.9784,75,608188,2022-01-19,13:48:41,May,-101.177172,-24.096843
1177,Volkswagen,4.4,246,201.0,389,378,72.4,4616,1889,1403,2830,2726,465,527,5,2170.9727666666668,54,605780,2024-07-01,12:20:51,May,47.249761,-18.869436
1178,Polestar,4.0,220,320.0,322,359,74.1,4353,1825,1424,2707,3163,484,557,7,988.1288666666666,68,183723,2021-06-14,21:01:36,Jan,-71.171258,-45.848098
1179,Volkswagen,3.6,219,252.4,490,259,72.8,4314,1862,1436,2754,2833,533,458,5,2025.6783333333335,69,721755,2024-08-05,16:50:25,Nov,62.448298,1.115154
1180,BMW,5.2,246,258.4,273,402,74.0,4688,1801,1424,2957,2733,561,547,5,879.5562000000001,64,398001,2020-01-22,17:52:22,Dec,-134.861038,16.841711
1181,BMW,4.6,253,347.0,475,532,79.0,4560,1809,1424,2916,2938,479,438,7,2208.5325,78,491676,2022-03-02,03:56:13,Oct,5.073516,51.187609
